date,customer_code,policy_id,sales_mode,final_premium_amt(INR)
12-11-2022,SUNUD7L,POL4331HEL,Offline-Agent,8475
12-11-2022,SUNZG04,POL4331HEL,Offline-Direct,10050
12-11-2022,SUN6G1,POL4331HEL,Offline-Agent,9750
12-11-2022,SUN4EG,POL4331HEL,Offline-Direct,9375
12-11-2022,SUNCWH,POL4331HEL,Offline-Agent,7500
12-11-2022,SUN0I3,POL4331HEL,Offline-Agent,9975
12-11-2022,SUNJ4U,POL4331HEL,Offline-Agent,9750
12-11-2022,SUN3GW3,POL4331HEL,Offline-Agent,9675
12-11-2022,SUN734F,POL4331HEL,Online-App,8775
13-11-2022,SUNDRE1,POL4331HEL,Offline-Agent,10800
13-11-2022,SUN1Z98,POL4331HEL,Offline-Agent,7500
13-11-2022,SUNX8P,POL4331HEL,Offline-Direct,7950
13-11-2022,SUNVWX,POL4331HEL,Online-App,7500
13-11-2022,SUN7ZSU,POL4331HEL,Offline-Direct,7875
13-11-2022,SUNY23,POL4331HEL,Offline-Direct,8625
13-11-2022,SUN07D8,POL4331HEL,Offline-Agent,10725
13-11-2022,SUNN4S,POL4331HEL,Offline-Direct,9675
13-11-2022,SUNCO8,POL4331HEL,Offline-Agent,7500
13-11-2022,SUNCEBD,POL4331HEL,Offline-Direct,7500
13-11-2022,SUNNXWM,POL4331HEL,Offline-Agent,8850
13-11-2022,SUN2IG,POL4331HEL,Offline-Agent,8250
13-11-2022,SUNX1A,POL4331HEL,Offline-Agent,8550
13-11-2022,SUNMUP,POL4331HEL,Offline-Agent,8850
13-11-2022,SUNSTG,POL4331HEL,Offline-Direct,7950
13-11-2022,SUNOHQ,POL4331HEL,Offline-Direct,8100
13-11-2022,SUNLAGZ,POL4331HEL,Offline-Agent,10200
13-11-2022,SUNF,POL4331HEL,Offline-Agent,10275
13-11-2022,SUNXLF,POL4331HEL,Online-App,10050
13-11-2022,SUNPAMO,POL4331HEL,Offline-Agent,7500
13-11-2022,SUNM1,POL4331HEL,Offline-Agent,8925
13-11-2022,SUNNU66,POL4331HEL,Offline-Agent,9375
13-11-2022,SUN7AR,POL4331HEL,Offline-Agent,7950
13-11-2022,SUNVY2U,POL4331HEL,Offline-Agent,7500
13-11-2022,SUN3IT8,POL4331HEL,Offline-Agent,7500
13-11-2022,SUNSQ9,POL4331HEL,Offline-Direct,7875
13-11-2022,SUNQ2FW,POL4331HEL,Offline-Agent,10725
13-11-2022,SUNKICB,POL4331HEL,Offline-Direct,9600
13-11-2022,SUNC0J,POL4331HEL,Offline-Agent,8175
13-11-2022,SUNDN,POL4331HEL,Offline-Direct,7500
13-11-2022,SUNH9Q,POL4331HEL,Offline-Agent,10350
13-11-2022,SUNHE24,POL4331HEL,Offline-Direct,9900
13-11-2022,SUNK1,POL4331HEL,Offline-Agent,9150
13-11-2022,SUNCX9,POL4331HEL,Offline-Direct,7500
13-11-2022,SUNWYG0,POL4331HEL,Offline-Agent,9150
13-11-2022,SUNHZQ7,POL4331HEL,Offline-Agent,7875
13-11-2022,SUN11I,POL4331HEL,Online-App,9225
13-11-2022,SUNKW9E,POL4331HEL,Offline-Agent,7500
13-11-2022,SUN95HG,POL4331HEL,Online-Website,9075
13-11-2022,SUNA7Z,POL4331HEL,Offline-Agent,9300
13-11-2022,SUNO9T9,POL4331HEL,Offline-Agent,8400
13-11-2022,SUNZUMA,POL4331HEL,Offline-Agent,7950
13-11-2022,SUNR1OY,POL4331HEL,Offline-Agent,9225
13-11-2022,SUNTW1,POL4331HEL,Offline-Direct,7875
13-11-2022,SUNJ4MA,POL4331HEL,Offline-Direct,8925
13-11-2022,SUNOUS,POL4331HEL,Offline-Direct,8325
13-11-2022,SUN9HFH,POL4331HEL,Online-App,11625
13-11-2022,SUNUCWY,POL4331HEL,Offline-Direct,7875
14-11-2022,SUNQDGL,POL4331HEL,Offline-Direct,9900
14-11-2022,SUNJAK,POL4331HEL,Offline-Direct,8850
14-11-2022,SUN0D,POL4331HEL,Offline-Agent,7500
14-11-2022,SUN26G1,POL4331HEL,Offline-Agent,9225
14-11-2022,SUNB2,POL4331HEL,Offline-Agent,9900
14-11-2022,SUN0UR,POL4331HEL,Offline-Direct,9750
14-11-2022,SUN958G,POL4331HEL,Online-App,7800
14-11-2022,SUNKU2,POL4331HEL,Offline-Agent,10125
14-11-2022,SUNZGZ,POL4331HEL,Offline-Agent,9600
14-11-2022,SUNMWOK,POL4331HEL,Offline-Agent,7500
14-11-2022,SUNOM8H,POL4331HEL,Offline-Direct,8325
14-11-2022,SUNBR2K,POL4331HEL,Offline-Agent,8775
15-11-2022,SUNFFX8,POL4331HEL,Online-App,10050
15-11-2022,SUNZ1OO,POL4331HEL,Offline-Agent,7500
15-11-2022,SUNW4DW,POL4331HEL,Offline-Agent,9750
15-11-2022,SUN4L7I,POL4331HEL,Offline-Agent,7500
15-11-2022,SUNKB0U,POL4331HEL,Offline-Agent,9975
15-11-2022,SUNN66,POL4331HEL,Offline-Agent,7875
15-11-2022,SUNBXD,POL4331HEL,Offline-Direct,9150
15-11-2022,SUNK9,POL4331HEL,Offline-Agent,7500
15-11-2022,SUNIIV,POL4331HEL,Online-App,8925
15-11-2022,SUNQU,POL4331HEL,Offline-Agent,9675
15-11-2022,SUNU3DK,POL4331HEL,Offline-Direct,7875
15-11-2022,SUN966,POL4331HEL,Offline-Direct,8925
15-11-2022,SUNPC3N,POL4331HEL,Offline-Agent,9825
16-11-2022,SUNPG,POL4331HEL,Offline-Agent,7500
16-11-2022,SUNCZP0,POL4331HEL,Offline-Direct,7800
16-11-2022,SUNKIZ,POL4331HEL,Offline-Agent,7500
16-11-2022,SUNTW13,POL4331HEL,Offline-Agent,11400
16-11-2022,SUN6NHY,POL4331HEL,Offline-Agent,7950
16-11-2022,SUN8FWC,POL4331HEL,Offline-Agent,9300
16-11-2022,SUNYPP,POL4331HEL,Offline-Agent,10125
16-11-2022,SUNX0M,POL4331HEL,Online-Website,7800
16-11-2022,SUNO47,POL4331HEL,Offline-Agent,8475
16-11-2022,SUN2RY,POL4331HEL,Offline-Agent,10125
16-11-2022,SUNM5M1,POL4331HEL,Offline-Agent,8325
16-11-2022,SUN4L,POL4331HEL,Offline-Agent,10800
16-11-2022,SUNXAL,POL4331HEL,Offline-Agent,9225
16-11-2022,SUNTO2R,POL4331HEL,Offline-Agent,7875
16-11-2022,SUNVAP2,POL4331HEL,Offline-Agent,9300
16-11-2022,SUNZG4,POL4331HEL,Offline-Agent,7500
17-11-2022,SUNGUSZ,POL4331HEL,Online-App,8325
17-11-2022,SUN5WNI,POL4331HEL,Offline-Agent,9075
17-11-2022,SUNCNUU,POL4331HEL,Offline-Agent,7875
17-11-2022,SUN8ZP,POL4331HEL,Offline-Agent,11925
17-11-2022,SUNKN9P,POL4331HEL,Offline-Direct,7800
17-11-2022,SUN28T,POL4331HEL,Offline-Direct,9150
17-11-2022,SUN4NMI,POL4331HEL,Offline-Direct,9975
17-11-2022,SUNLV2W,POL4331HEL,Offline-Direct,7875
17-11-2022,SUNA04V,POL4331HEL,Offline-Direct,7500
17-11-2022,SUNZST,POL4331HEL,Offline-Direct,7875
17-11-2022,SUNJGD,POL4331HEL,Offline-Agent,8850
17-11-2022,SUNFD6,POL4331HEL,Offline-Direct,9525
18-11-2022,SUN4FE,POL4331HEL,Offline-Agent,7800
18-11-2022,SUN8MM,POL4331HEL,Offline-Agent,9600
18-11-2022,SUNB3R,POL4331HEL,Offline-Agent,8175
18-11-2022,SUNMUDB,POL4331HEL,Offline-Direct,9975
18-11-2022,SUNDNO,POL4331HEL,Offline-Agent,7800
18-11-2022,SUN2KM,POL4331HEL,Offline-Direct,9075
18-11-2022,SUN9VQK,POL4331HEL,Offline-Agent,7800
18-11-2022,SUNQ5GA,POL4331HEL,Offline-Agent,7500
18-11-2022,SUNQJTW,POL4331HEL,Offline-Agent,8400
18-11-2022,SUNCLJV,POL4331HEL,Offline-Agent,8250
18-11-2022,SUNVXUB,POL4331HEL,Offline-Agent,11700
18-11-2022,SUNRTB,POL4331HEL,Offline-Agent,8775
18-11-2022,SUN0ZQ,POL4331HEL,Offline-Direct,7875
18-11-2022,SUN7V2,POL4331HEL,Offline-Agent,9150
18-11-2022,SUNJTO8,POL4331HEL,Offline-Agent,9075
19-11-2022,SUNXFF,POL4331HEL,Offline-Agent,7875
19-11-2022,SUNEKYT,POL4331HEL,Online-Website,10200
19-11-2022,SUNBSBW,POL4331HEL,Offline-Direct,9975
19-11-2022,SUN4ZWP,POL4331HEL,Offline-Agent,7800
19-11-2022,SUNZTMC,POL4331HEL,Offline-Direct,7950
19-11-2022,SUNTJ3,POL4331HEL,Offline-Direct,7500
19-11-2022,SUNEUWN,POL4331HEL,Offline-Direct,7800
19-11-2022,SUN14C,POL4331HEL,Offline-Agent,8850
19-11-2022,SUN58X,POL4331HEL,Offline-Agent,7500
19-11-2022,SUN9VQ,POL4331HEL,Offline-Agent,9825
19-11-2022,SUNVS2L,POL4331HEL,Offline-Agent,8400
19-11-2022,SUNU1WD,POL4331HEL,Offline-Agent,9075
19-11-2022,SUNN85Y,POL4331HEL,Offline-Agent,8475
19-11-2022,SUN91EH,POL4331HEL,Offline-Agent,7950
19-11-2022,SUNIUM,POL4331HEL,Offline-Agent,8925
19-11-2022,SUNTCBX,POL4331HEL,Offline-Agent,7800
19-11-2022,SUN5YB5,POL4331HEL,Offline-Agent,7500
19-11-2022,SUNY5A,POL4331HEL,Online-Website,8925
19-11-2022,SUN6C2Q,POL4331HEL,Offline-Agent,8250
19-11-2022,SUND5BW,POL4331HEL,Offline-Agent,9675
19-11-2022,SUNXJTW,POL4331HEL,Offline-Agent,7950
19-11-2022,SUNBWH,POL4331HEL,Offline-Agent,9900
19-11-2022,SUNLV2Y,POL4331HEL,Offline-Agent,7950
20-11-2022,SUNXHIH,POL4331HEL,Offline-Agent,7500
20-11-2022,SUNVG,POL4331HEL,Online-Website,8325
20-11-2022,SUNDN0,POL4331HEL,Online-App,7500
20-11-2022,SUNA0RV,POL4331HEL,Online-Website,7500
20-11-2022,SUNOJN,POL4331HEL,Offline-Agent,7500
20-11-2022,SUNXD9Y,POL4331HEL,Offline-Direct,8250
20-11-2022,SUN0ML6,POL4331HEL,Offline-Agent,7500
20-11-2022,SUNB07,POL4331HEL,Offline-Agent,7875
20-11-2022,SUN4L2I,POL4331HEL,Offline-Agent,8250
20-11-2022,SUNLJPI,POL4331HEL,Offline-Agent,7500
20-11-2022,SUNYONB,POL4331HEL,Offline-Direct,7500
20-11-2022,SUNHUEP,POL4331HEL,Offline-Direct,7500
20-11-2022,SUN4TU,POL4331HEL,Offline-Agent,7500
20-11-2022,SUNTPL,POL4331HEL,Offline-Agent,8475
20-11-2022,SUN8CV,POL4331HEL,Offline-Direct,7500
20-11-2022,SUNO2,POL4331HEL,Offline-Agent,9000
20-11-2022,SUNLKO,POL4331HEL,Offline-Agent,7875
20-11-2022,SUNFW2,POL4331HEL,Offline-Agent,7500
20-11-2022,SUNZJ4A,POL4331HEL,Offline-Agent,8700
20-11-2022,SUNNC4,POL4331HEL,Offline-Direct,7875
20-11-2022,SUNVAUS,POL4331HEL,Offline-Direct,10050
20-11-2022,SUN6DQ,POL4331HEL,Offline-Direct,9825
20-11-2022,SUNO4PF,POL4331HEL,Offline-Agent,8100
20-11-2022,SUNJ95,POL4331HEL,Offline-Agent,7875
20-11-2022,SUNGG1,POL4331HEL,Offline-Agent,9000
20-11-2022,SUNH1G1,POL4331HEL,Offline-Agent,7500
20-11-2022,SUN4FGS,POL4331HEL,Offline-Agent,7500
20-11-2022,SUN4BH9,POL4331HEL,Offline-Agent,7875
20-11-2022,SUN89OZ,POL4331HEL,Offline-Agent,9000
20-11-2022,SUN0LA,POL4331HEL,Offline-Agent,7500
20-11-2022,SUNEVV,POL4331HEL,Offline-Agent,7500
20-11-2022,SUNQI98,POL4331HEL,Offline-Agent,7500
20-11-2022,SUNG13,POL4331HEL,Offline-Direct,7500
20-11-2022,SUNLYL,POL4331HEL,Offline-Direct,7875
20-11-2022,SUN00NW,POL4331HEL,Online-App,8775
20-11-2022,SUNZUE,POL4331HEL,Offline-Agent,7950
21-11-2022,SUNICT1,POL4331HEL,Offline-Agent,7500
21-11-2022,SUNFPE6,POL4331HEL,Offline-Agent,7875
21-11-2022,SUNPPH2,POL4331HEL,Offline-Agent,7875
21-11-2022,SUNSL5L,POL4331HEL,Offline-Direct,8175
21-11-2022,SUNTFPJ,POL4331HEL,Offline-Direct,7875
21-11-2022,SUNAM8,POL4331HEL,Offline-Agent,9900
21-11-2022,SUNGN,POL4331HEL,Offline-Agent,9375
21-11-2022,SUNMEP,POL4331HEL,Offline-Direct,8475
21-11-2022,SUNNX9,POL4331HEL,Offline-Agent,7500
21-11-2022,SUNCP8,POL4331HEL,Online-Website,7500
21-11-2022,SUN87IP,POL4331HEL,Offline-Agent,7500
21-11-2022,SUN41O,POL4331HEL,Offline-Agent,7800
21-11-2022,SUNAJTF,POL4331HEL,Offline-Agent,7875
21-11-2022,SUNBJE,POL4331HEL,Offline-Agent,8400
21-11-2022,SUNPGMM,POL4331HEL,Offline-Agent,8400
21-11-2022,SUN9Q,POL4331HEL,Offline-Agent,11625
21-11-2022,SUNOHP,POL4331HEL,Offline-Agent,9900
21-11-2022,SUNNF,POL4331HEL,Offline-Agent,8850
21-11-2022,SUNL867,POL4331HEL,Offline-Agent,7875
21-11-2022,SUN42P,POL4331HEL,Offline-Direct,8775
21-11-2022,SUN041,POL4331HEL,Offline-Direct,7875
21-11-2022,SUNTQP3,POL4331HEL,Offline-Direct,8925
22-11-2022,SUNXXF,POL4331HEL,Offline-Direct,7500
22-11-2022,SUNCZFF,POL4331HEL,Offline-Agent,7875
22-11-2022,SUNWT7,POL4331HEL,Offline-Agent,7875
22-11-2022,SUNLRW,POL4331HEL,Offline-Agent,9075
22-11-2022,SUNGF64,POL4331HEL,Offline-Direct,7875
22-11-2022,SUNVH0A,POL4331HEL,Offline-Direct,10800
22-11-2022,SUNNRV,POL4331HEL,Offline-Direct,8475
22-11-2022,SUN8Z1,POL4331HEL,Offline-Agent,7500
23-11-2022,SUNYX7,POL4331HEL,Offline-Agent,7950
23-11-2022,SUNNUEB,POL4331HEL,Offline-Direct,9375
23-11-2022,SUNMK2,POL4331HEL,Offline-Direct,9375
23-11-2022,SUN0ZJ,POL4331HEL,Offline-Agent,7875
23-11-2022,SUNTJW,POL4331HEL,Online-Website,8775
23-11-2022,SUNE7W,POL4331HEL,Offline-Direct,11625
23-11-2022,SUNA6S,POL4331HEL,Offline-Direct,9150
23-11-2022,SUNP7,POL4331HEL,Offline-Agent,10650
23-11-2022,SUNU8PB,POL4331HEL,Offline-Agent,9075
23-11-2022,SUNUR3,POL4331HEL,Offline-Direct,7500
23-11-2022,SUNRYG,POL4331HEL,Offline-Agent,7875
23-11-2022,SUNLI43,POL4331HEL,Offline-Direct,7950
23-11-2022,SUN4D8,POL4331HEL,Offline-Agent,7500
24-11-2022,SUNR8X,POL4331HEL,Offline-Agent,10575
24-11-2022,SUN2UV9,POL4331HEL,Offline-Direct,7500
24-11-2022,SUN95ZI,POL4331HEL,Offline-Agent,7875
24-11-2022,SUN8GEW,POL4331HEL,Offline-Direct,7950
24-11-2022,SUNX4F,POL4331HEL,Offline-Direct,7500
24-11-2022,SUN5KG,POL4331HEL,Offline-Direct,11400
24-11-2022,SUNC0M,POL4331HEL,Offline-Agent,9450
24-11-2022,SUN6P1,POL4331HEL,Offline-Direct,7800
24-11-2022,SUNVABK,POL4331HEL,Offline-Agent,7800
24-11-2022,SUN0PR,POL4331HEL,Offline-Agent,7950
25-11-2022,SUNB9F,POL4331HEL,Offline-Agent,7500
25-11-2022,SUN94BG,POL4331HEL,Offline-Agent,7950
25-11-2022,SUN080,POL4331HEL,Offline-Agent,7875
25-11-2022,SUNDAQ,POL4331HEL,Offline-Agent,9600
25-11-2022,SUNXG93,POL4331HEL,Offline-Direct,11775
25-11-2022,SUN90YK,POL4331HEL,Offline-Direct,7500
25-11-2022,SUN21Q,POL4331HEL,Offline-Agent,7875
